file	percent	reads	taxon_id	taxon_name
ERR3450229.kaiju.out	0.000024	7	1738654	Woeseiaceae
ERR3450229.kaiju.out	0.000024	7	1890429	Acaryochloridaceae
ERR3450229.kaiju.out	0.000024	7	1892259	Aphanizomenonaceae
ERR3450229.kaiju.out	0.000024	7	2805586	Lawsonellaceae
ERR3450229.kaiju.out	0.000021	6	114378	Thermofilaceae
ERR3450229.kaiju.out	0.000021	6	118883	Sulfolobaceae
ERR3450229.kaiju.out	0.000021	6	206349	Hydrogenophilaceae
ERR3450229.kaiju.out	0.000021	6	292630	Hydrogenimonaceae
ERR3450229.kaiju.out	0.000021	6	320796	Thermoleophilaceae
ERR3450229.kaiju.out	0.000021	6	1392996	Candidatus Methanoperedenaceae
ERR3450229.kaiju.out	0.000021	6	1652132	Halobacteriovoraceae
ERR3450229.kaiju.out	0.000021	6	1692041	Acidiferrobacteraceae
ERR3450229.kaiju.out	0.000021	6	1769745	Pseudobacteriovoracaceae
ERR3450229.kaiju.out	0.000021	6	1868322	Candidatus Thermochlorobacteriaceae
ERR3450229.kaiju.out	0.000021	6	1890499	Xenococcaceae
ERR3450229.kaiju.out	0.000021	6	1969992	Desertifilaceae
ERR3450229.kaiju.out	0.000021	6	2690158	Anaerohalosphaeraceae
ERR3450229.kaiju.out	0.000017	5	1185	Rivulariaceae
ERR3450229.kaiju.out	0.000017	5	1189	Stigonemataceae
ERR3450229.kaiju.out	0.000017	5	205957	Cenarchaeaceae
ERR3450229.kaiju.out	0.000017	5	255474	Parvularculaceae
ERR3450229.kaiju.out	0.000017	5	622451	Actinopolysporaceae
ERR3450229.kaiju.out	0.000017	5	1771359	Thorselliaceae
ERR3450229.kaiju.out	0.000017	5	1890528	Chroococcidiopsidaceae
ERR3450229.kaiju.out	0.000017	5	1934946	Immundisolibacteraceae
ERR3450229.kaiju.out	0.000017	5	1962910	Bryobacteraceae
ERR3450229.kaiju.out	0.000017	5	1963270	Halococcaceae
ERR3450229.kaiju.out	0.000017	5	2036754	Chelatococcaceae
ERR3450229.kaiju.out	0.000017	5	2152899	Candidatus Fermentibacteraceae
ERR3450229.kaiju.out	0.000017	5	2814874	Neomegalonemataceae
ERR3450229.kaiju.out	0.000014	4	89377	Crenotrichaceae
ERR3450229.kaiju.out	0.000014	4	412447	Criblamydiaceae
ERR3450229.kaiju.out	0.000014	4	414877	Catenulisporaceae
ERR3450229.kaiju.out	0.000014	4	597359	Kiloniellaceae
ERR3450229.kaiju.out	0.000014	4	1648490	Rubritaleaceae
ERR3450229.kaiju.out	0.000014	4	1706374	Porticoccaceae
ERR3450229.kaiju.out	0.000014	4	1890431	Chamaesiphonaceae
ERR3450229.kaiju.out	0.000014	4	2024974	Silvanigrellaceae
ERR3450229.kaiju.out	0.000014	4	2056687	Fastidiosibacteraceae
ERR3450229.kaiju.out	0.000014	4	2066434	Geminicoccaceae
ERR3450229.kaiju.out	0.000014	4	2800062	Robiginitomaculaceae
ERR3450229.kaiju.out	0.000010	3	775	Rickettsiaceae
ERR3450229.kaiju.out	0.000010	3	44746	Holosporaceae
ERR3450229.kaiju.out	0.000010	3	338190	Nitrosopumilaceae
ERR3450229.kaiju.out	0.000010	3	1676141	Wenzhouxiangellaceae
ERR3450229.kaiju.out	0.000010	3	1892255	Gomontiellaceae
ERR3450229.kaiju.out	0.000010	3	1892261	Chlorogloeopsidaceae
ERR3450229.kaiju.out	0.000010	3	2212440	Thiofilaceae
ERR3450229.kaiju.out	0.000010	3	2690195	Elioraeaceae
ERR3450229.kaiju.out	0.000010	3	2795691	Nitratiruptoraceae
ERR3450229.kaiju.out	0.000010	3	2812006	Bruguierivoracaceae
ERR3450229.kaiju.out	0.000007	2	92712	Simkaniaceae
ERR3450229.kaiju.out	0.000007	2	92714	Waddliaceae
ERR3450229.kaiju.out	0.000007	2	255526	Halothiobacillaceae
ERR3450229.kaiju.out	0.000007	2	316606	Segniliparaceae
ERR3450229.kaiju.out	0.000007	2	622454	Cryptosporangiaceae
ERR3450229.kaiju.out	0.000007	2	1328881	Candidatus Midichloriaceae
ERR3450229.kaiju.out	0.000007	2	1798913	Microthrixaceae
ERR3450229.kaiju.out	0.000007	2	1890449	Microcystaceae
ERR3450229.kaiju.out	0.000007	2	1892249	Cyanothecaceae
ERR3450229.kaiju.out	0.000007	2	1892258	Symphyonemataceae
ERR3450229.kaiju.out	0.000007	2	1902584	Candidatus Desulfofervidaceae
ERR3450229.kaiju.out	0.000007	2	1915415	Candidatus Methanomethyliaceae
ERR3450229.kaiju.out	0.000003	1	2178	Methanothermaceae
ERR3450229.kaiju.out	0.000003	1	46659	Thermoplasmataceae
ERR3450229.kaiju.out	0.000003	1	85028	Tsukamurellaceae
ERR3450229.kaiju.out	0.000003	1	85032	Acidothermaceae
ERR3450229.kaiju.out	0.000003	1	183713	Methanopyraceae
ERR3450229.kaiju.out	0.000003	1	255472	Caldisphaeraceae
ERR3450229.kaiju.out	0.000003	1	685949	Fervidicoccaceae
ERR3450229.kaiju.out	0.000003	1	1747776	Cuniculiplasmataceae
ERR3450229.kaiju.out	0.000003	1	1890498	Dermocarpellaceae
ERR3450229.kaiju.out	0.000003	1	1892264	Fortieaceae
ERR3450229.kaiju.out	0.000003	1	2137278	Salinarimonadaceae
ERR3450229.kaiju.out	0.000003	1	2805416	Jatrophihabitantaceae
ERR3450229.kaiju.out	0.000003	1	2805426	Kytococcaceae
ERR3450229.kaiju.out	0.042365	12284	10239	Viruses
ERR3450229.kaiju.out	11.506982	3336520	NA	cannot be assigned to a (non-viral) family
ERR3450229.kaiju.out	22.151487	6422959	NA	unclassified
file	percent	reads	taxon_id	taxon_name
ERR3450296.kaiju.out	31.440773	5876879	543	Enterobacteriaceae
ERR3450296.kaiju.out	9.088283	1698773	186803	Lachnospiraceae
ERR3450296.kaiju.out	9.004369	1683088	33958	Lactobacillaceae
ERR3450296.kaiju.out	5.332362	996720	541000	Ruminococcaceae
ERR3450296.kaiju.out	3.616913	676070	31977	Veillonellaceae
ERR3450296.kaiju.out	3.474825	649511	31953	Bifidobacteriaceae
ERR3450296.kaiju.out	2.231298	417072	1300	Streptococcaceae
ERR3450296.kaiju.out	1.699886	317741	31979	Clostridiaceae
ERR3450296.kaiju.out	0.681461	127378	186806	Eubacteriaceae
ERR3450296.kaiju.out	0.584092	109178	84107	Coriobacteriaceae
ERR3450296.kaiju.out	0.516780	96596	815	Bacteroidaceae
ERR3450296.kaiju.out	0.505267	94444	128827	Erysipelotrichaceae
ERR3450296.kaiju.out	0.454282	84914	171550	Rikenellaceae
ERR3450296.kaiju.out	0.408931	76437	81852	Enterococcaceae
ERR3450296.kaiju.out	0.408011	76265	1903414	Morganellaceae
ERR3450296.kaiju.out	0.337125	63015	1903409	Erwiniaceae
ERR3450296.kaiju.out	0.335257	62666	2005525	Tannerellaceae
ERR3450296.kaiju.out	0.263863	49321	171552	Prevotellaceae
ERR3450296.kaiju.out	0.200953	37562	1903411	Yersiniaceae
ERR3450296.kaiju.out	0.134668	25172	2810280	Coprobacillaceae
ERR3450296.kaiju.out	0.133432	24941	194924	Desulfovibrionaceae
ERR3450296.kaiju.out	0.118083	22072	135621	Pseudomonadaceae
ERR3450296.kaiju.out	0.115783	21642	1643826	Eggerthellaceae
ERR3450296.kaiju.out	0.111203	20786	1268	Micrococcaceae
ERR3450296.kaiju.out	0.079419	14845	1903410	Pectobacteriaceae
ERR3450296.kaiju.out	0.070292	13139	1903416	Budviciaceae
ERR3450296.kaiju.out	0.061845	11560	216572	Oscillospiraceae
ERR3450296.kaiju.out	0.059079	11043	72275	Alteromonadaceae
ERR3450296.kaiju.out	0.055703	10412	641	Vibrionaceae
ERR3450296.kaiju.out	0.049123	9182	186817	Bacillaceae
ERR3450296.kaiju.out	0.042205	7889	186828	Carnobacteriaceae
ERR3450296.kaiju.out	0.041842	7821	186822	Paenibacillaceae
ERR3450296.kaiju.out	0.039129	7314	712	Pasteurellaceae
ERR3450296.kaiju.out	0.036615	6844	31984	Heliobacteriaceae
ERR3450296.kaiju.out	0.036251	6776	31989	Rhodobacteraceae
ERR3450296.kaiju.out	0.036010	6731	2049	Actinomycetaceae
ERR3450296.kaiju.out	0.035015	6545	1903412	Hafniaceae
ERR3450296.kaiju.out	0.034849	6514	1643824	Atopobiaceae
ERR3450296.kaiju.out	0.034421	6434	433	Acetobacteraceae
ERR3450296.kaiju.out	0.022256	4160	1853231	Odoribacteraceae
ERR3450296.kaiju.out	0.021496	4018	909930	Acidaminococcaceae
ERR3450296.kaiju.out	0.020501	3832	119060	Burkholderiaceae
ERR3450296.kaiju.out	0.020362	3806	1843491	Selenomonadaceae
ERR3450296.kaiju.out	0.019442	3634	990719	Christensenellaceae
ERR3450296.kaiju.out	0.019019	3555	81850	Leuconostocaceae
ERR3450296.kaiju.out	0.018446	3448	1046	Chromatiaceae
ERR3450296.kaiju.out	0.017564	3283	2304686	Hungateiclostridiaceae
ERR3450296.kaiju.out	0.016793	3139	186804	Peptostreptococcaceae
ERR3450296.kaiju.out	0.015943	2980	80864	Comamonadaceae
ERR3450296.kaiju.out	0.015541	2905	41295	Rhodospirillaceae
ERR3450296.kaiju.out	0.015504	2898	468	Moraxellaceae
ERR3450296.kaiju.out	0.015044	2812	32033	Xanthomonadaceae
ERR3450296.kaiju.out	0.014921	2789	267888	Pseudoalteromonadaceae
ERR3450296.kaiju.out	0.014429	2697	1570339	Peptoniphilaceae
ERR3450296.kaiju.out	0.013343	2494	543314	Clostridiales Family XIII. Incertae Sedis
ERR3450296.kaiju.out	0.012578	2351	481	Neisseriaceae
ERR3450296.kaiju.out	0.012283	2296	186820	Listeriaceae
ERR3450296.kaiju.out	0.012241	2288	2005519	Barnesiellaceae
ERR3450296.kaiju.out	0.012144	2270	90964	Staphylococcaceae
ERR3450296.kaiju.out	0.011786	2203	84642	Aeromonadaceae
ERR3450296.kaiju.out	0.009261	1731	49546	Flavobacteriaceae
ERR3450296.kaiju.out	0.009148	1710	135620	Oceanospirillaceae
ERR3450296.kaiju.out	0.008982	1679	186807	Peptococcaceae
ERR3450296.kaiju.out	0.008405	1571	186827	Aerococcaceae
ERR3450296.kaiju.out	0.008127	1519	89373	Cytophagaceae
ERR3450296.kaiju.out	0.008110	1516	189779	Nitrospiraceae
ERR3450296.kaiju.out	0.008052	1505	32011	Methylophilaceae
ERR3450296.kaiju.out	0.006730	1258	868	Cardiobacteriaceae
ERR3450296.kaiju.out	0.006308	1179	28256	Halomonadaceae
ERR3450296.kaiju.out	0.006083	1137	506	Alcaligenaceae
ERR3450296.kaiju.out	0.005896	1102	2062	Streptomycetaceae
ERR3450296.kaiju.out	0.005874	1098	137	Spirochaetaceae
ERR3450296.kaiju.out	0.005505	1029	82115	Rhizobiaceae
ERR3450296.kaiju.out	0.005248	981	119045	Methylobacteriaceae
ERR3450296.kaiju.out	0.004965	928	444	Legionellaceae
ERR3450296.kaiju.out	0.004799	897	267890	Shewanellaceae
ERR3450296.kaiju.out	0.004665	872	1499392	Chromobacteriaceae
ERR3450296.kaiju.out	0.004601	860	171551	Porphyromonadaceae
ERR3450296.kaiju.out	0.004585	857	1653	Corynebacteriaceae
ERR3450296.kaiju.out	0.004585	857	186818	Planococcaceae
ERR3450296.kaiju.out	0.004547	850	203492	Fusobacteriaceae
ERR3450296.kaiju.out	0.004489	839	2131	Spiroplasmataceae
ERR3450296.kaiju.out	0.004323	808	33925	Entomoplasmataceae
ERR3450296.kaiju.out	0.004125	771	1706371	Cellvibrionaceae
ERR3450296.kaiju.out	0.003986	745	649777	Synergistaceae
ERR3450296.kaiju.out	0.003932	735	75682	Oxalobacteraceae
ERR3450296.kaiju.out	0.003857	721	1647988	Akkermansiaceae
ERR3450296.kaiju.out	0.003836	717	1706372	Halieaceae
ERR3450296.kaiju.out	0.003836	717	1843490	Sporomusaceae
ERR3450296.kaiju.out	0.003734	698	995019	Sutterellaceae
ERR3450296.kaiju.out	0.003600	673	213422	Geobacteraceae
ERR3450296.kaiju.out	0.003526	659	31957	Propionibacteriaceae
ERR3450296.kaiju.out	0.003285	614	1890426	Synechococcaceae
ERR3450296.kaiju.out	0.003098	579	41297	Sphingomonadaceae
ERR3450296.kaiju.out	0.003055	571	267893	Idiomarinaceae
ERR3450296.kaiju.out	0.003001	561	1129771	Leptotrichiaceae
ERR3450296.kaiju.out	0.002862	535	1706375	Spongiibacteraceae
ERR3450296.kaiju.out	0.002803	524	85021	Intrasporangiaceae
ERR3450296.kaiju.out	0.002787	521	85023	Microbacteriaceae
ERR3450296.kaiju.out	0.002734	511	1240483	Orbaceae
ERR3450296.kaiju.out	0.002728	510	2159	Methanobacteriaceae
ERR3450296.kaiju.out	0.002675	500	68298	Syntrophomonadaceae
ERR3450296.kaiju.out	0.002579	482	72276	Ectothiorhodospiraceae
ERR3450296.kaiju.out	0.002563	479	206379	Nitrosomonadaceae
ERR3450296.kaiju.out	0.002386	446	2812006	Bruguierivoracaceae
ERR3450296.kaiju.out	0.002354	440	83763	Succinivibrionaceae
ERR3450296.kaiju.out	0.002258	422	2005520	Dysgonomonadaceae
ERR3450296.kaiju.out	0.002145	401	41294	Bradyrhizobiaceae
ERR3450296.kaiju.out	0.002113	395	2008790	Thiobacillaceae
ERR3450296.kaiju.out	0.002001	374	1892252	Microcoleaceae
ERR3450296.kaiju.out	0.001910	357	85025	Nocardiaceae
ERR3450296.kaiju.out	0.001905	356	84566	Sphingobacteriaceae
ERR3450296.kaiju.out	0.001889	353	72293	Helicobacteraceae
ERR3450296.kaiju.out	0.001878	351	135617	Thiotrichaceae
ERR3450296.kaiju.out	0.001723	322	204431	Fibrobacteraceae
ERR3450296.kaiju.out	0.001584	296	69277	Phyllobacteriaceae
ERR3450296.kaiju.out	0.001530	286	76892	Caulobacteraceae
ERR3450296.kaiju.out	0.001514	283	2092	Mycoplasmataceae
ERR3450296.kaiju.out	0.001487	278	45401	Hyphomicrobiaceae
ERR3450296.kaiju.out	0.001354	253	563835	Chitinophagaceae
ERR3450296.kaiju.out	0.001343	251	1921783	Kiritimatiellaceae
ERR3450296.kaiju.out	0.001305	244	267889	Colwelliaceae
ERR3450296.kaiju.out	0.001279	239	543347	Clostridiales Family XVI. Incertae Sedis
ERR3450296.kaiju.out	0.001273	238	2008794	Zoogloeaceae
ERR3450296.kaiju.out	0.001268	237	75787	Rhodocyclaceae
ERR3450296.kaiju.out	0.001263	236	2805400	Actinopolymorphaceae
ERR3450296.kaiju.out	0.001247	233	1937961	Haliscomenobacteraceae
ERR3450296.kaiju.out	0.001220	228	143067	Methanotrichaceae
ERR3450296.kaiju.out	0.001204	225	1706373	Microbulbiferaceae
ERR3450296.kaiju.out	0.001156	216	2770093	Thermosediminibacteraceae
ERR3450296.kaiju.out	0.001140	213	213117	Desulfohalobiaceae
ERR3450296.kaiju.out	0.001129	211	1775411	Rhodanobacteraceae
ERR3450296.kaiju.out	0.001113	208	72294	Campylobacteraceae
ERR3450296.kaiju.out	0.001107	207	213119	Desulfobacteraceae
ERR3450296.kaiju.out	0.001070	200	403	Methylococcaceae
ERR3450296.kaiju.out	0.001070	200	1934946	Immundisolibacteraceae
ERR3450296.kaiju.out	0.001065	199	186814	Thermoanaerobacteraceae
ERR3450296.kaiju.out	0.001038	194	2762318	Weeksellaceae
ERR3450296.kaiju.out	0.001027	192	292628	Anaerolineaceae
ERR3450296.kaiju.out	0.001006	188	1737406	Tissierellaceae
ERR3450296.kaiju.out	0.000974	182	335928	Xanthobacteraceae
ERR3450296.kaiju.out	0.000963	180	224379	Hahellaceae
ERR3450296.kaiju.out	0.000958	179	135616	Piscirickettsiaceae
ERR3450296.kaiju.out	0.000942	176	1762	Mycobacteriaceae
ERR3450296.kaiju.out	0.000936	175	85017	Promicromonosporaceae
ERR3450296.kaiju.out	0.000920	172	2066474	Endozoicomonadaceae
ERR3450296.kaiju.out	0.000909	170	213121	Desulfobulbaceae
ERR3450296.kaiju.out	0.000877	164	2146	Acholeplasmataceae
ERR3450296.kaiju.out	0.000877	164	183710	Deinococcaceae
ERR3450296.kaiju.out	0.000861	161	543371	Thermoanaerobacterales Family III. Incertae Sedis
ERR3450296.kaiju.out	0.000840	157	2005473	Muribaculaceae
ERR3450296.kaiju.out	0.000738	138	2800061	Maricaulaceae
ERR3450296.kaiju.out	0.000717	134	186824	Thermoactinomycetaceae
ERR3450296.kaiju.out	0.000674	126	134623	Opitutaceae
ERR3450296.kaiju.out	0.000631	118	563798	Cyclobacteriaceae
ERR3450296.kaiju.out	0.000626	117	186823	Alicyclobacillaceae
ERR3450296.kaiju.out	0.000583	109	255475	Aurantimonadaceae
ERR3450296.kaiju.out	0.000578	108	543313	Clostridiales Family XII. Incertae Sedis
ERR3450296.kaiju.out	0.000551	103	1471398	Prolixibacteraceae
ERR3450296.kaiju.out	0.000535	100	1042322	Demequinaceae
ERR3450296.kaiju.out	0.000524	98	655351	Cohaesibacteraceae
ERR3450296.kaiju.out	0.000524	98	2810281	Turicibacteraceae
ERR3450296.kaiju.out	0.000519	97	2070	Pseudonocardiaceae
ERR3450296.kaiju.out	0.000514	96	424536	Catabacteriaceae
ERR3450296.kaiju.out	0.000492	92	186821	Sporolactobacillaceae
ERR3450296.kaiju.out	0.000476	89	69657	Hyphomonadaceae
ERR3450296.kaiju.out	0.000471	88	2206	Methanosarcinaceae
ERR3450296.kaiju.out	0.000455	85	191412	Chlorobiaceae
ERR3450296.kaiju.out	0.000449	84	85016	Cellulomonadaceae
ERR3450296.kaiju.out	0.000433	81	267891	Moritellaceae
ERR3450296.kaiju.out	0.000401	75	772	Bartonellaceae
ERR3450296.kaiju.out	0.000396	74	28056	Micromonosporaceae
ERR3450296.kaiju.out	0.000391	73	31993	Methylocystaceae
ERR3450296.kaiju.out	0.000391	73	2770092	Tepidanaerobacteraceae
ERR3450296.kaiju.out	0.000385	72	972	Halanaerobiaceae
ERR3450296.kaiju.out	0.000385	72	2815910	Geminocystaceae
ERR3450296.kaiju.out	0.000374	70	85015	Nocardioidaceae
ERR3450296.kaiju.out	0.000374	70	597359	Kiloniellaceae
ERR3450296.kaiju.out	0.000364	68	53434	Halobacteroidaceae
ERR3450296.kaiju.out	0.000364	68	206349	Hydrogenophilaceae
ERR3450296.kaiju.out	0.000364	68	1853232	Hymenobacteraceae
ERR3450296.kaiju.out	0.000353	66	204434	Acidobacteriaceae
ERR3450296.kaiju.out	0.000342	64	2194	Methanomicrobiaceae
ERR3450296.kaiju.out	0.000342	64	2212440	Thiofilaceae
ERR3450296.kaiju.out	0.000332	62	143786	Brachyspiraceae
ERR3450296.kaiju.out	0.000326	61	2483367	Sedimentisphaeraceae
ERR3450296.kaiju.out	0.000321	60	335929	Erythrobacteraceae
ERR3450296.kaiju.out	0.000305	57	1202464	Dehalococcoidaceae
ERR3450296.kaiju.out	0.000294	55	2093822	Candidatus Nanosynbacteraceae
ERR3450296.kaiju.out	0.000289	54	2042895	Gottschalkiaceae
ERR3450296.kaiju.out	0.000278	52	2005523	Paludibacteraceae
ERR3450296.kaiju.out	0.000273	51	188711	Thermodesulfobacteriaceae
ERR3450296.kaiju.out	0.000267	50	568386	Sinobacteraceae
ERR3450296.kaiju.out	0.000257	48	1553902	Oligoflexaceae
ERR3450296.kaiju.out	0.000246	46	543372	Thermoanaerobacterales Family IV. Incertae Sedis
ERR3450296.kaiju.out	0.000241	45	558415	Marinilabiliaceae
ERR3450296.kaiju.out	0.000241	45	1577788	Methanomassiliicoccaceae
ERR3450296.kaiju.out	0.000230	43	118968	Coxiellaceae
ERR3450296.kaiju.out	0.000209	39	85020	Dermabacteraceae
ERR3450296.kaiju.out	0.000209	39	191394	Deferribacteraceae
ERR3450296.kaiju.out	0.000209	39	1505234	Chitinivibrionaceae
ERR3450296.kaiju.out	0.000203	38	170	Leptospiraceae
ERR3450296.kaiju.out	0.000203	38	85026	Gordoniaceae
ERR3450296.kaiju.out	0.000203	38	1185407	Defluviitaleaceae
ERR3450296.kaiju.out	0.000198	37	126	Planctomycetaceae
ERR3450296.kaiju.out	0.000198	37	2813951	Terasakiellaceae
ERR3450296.kaiju.out	0.000193	36	2008795	Azonexaceae
ERR3450296.kaiju.out	0.000182	34	200667	Flammeovirgaceae
ERR3450296.kaiju.out	0.000182	34	213116	Desulfomicrobiaceae
ERR3450296.kaiju.out	0.000177	33	255527	Saccharospirillaceae
ERR3450296.kaiju.out	0.000166	31	31	Myxococcaceae
ERR3450296.kaiju.out	0.000166	31	92713	Parachlamydiaceae
ERR3450296.kaiju.out	0.000166	31	224380	Desulfonatronaceae
ERR3450296.kaiju.out	0.000160	30	2004	Streptosporangiaceae
ERR3450296.kaiju.out	0.000160	30	85030	Geodermatophilaceae
ERR3450296.kaiju.out	0.000150	28	1771359	Thorselliaceae
ERR3450296.kaiju.out	0.000139	26	1643949	Petrotogaceae
ERR3450296.kaiju.out	0.000134	25	85034	Glycomycetaceae
ERR3450296.kaiju.out	0.000128	24	1162	Nostocaceae
ERR3450296.kaiju.out	0.000128	24	118882	Brucellaceae
ERR3450296.kaiju.out	0.000128	24	1442156	Ferrovaceae
ERR3450296.kaiju.out	0.000128	24	1890448	Spirulinaceae
ERR3450296.kaiju.out	0.000112	21	267892	Ferrimonadaceae
ERR3450296.kaiju.out	0.000112	21	715221	Caldicoprobacteraceae
ERR3450296.kaiju.out	0.000107	20	332161	Solibacteraceae
ERR3450296.kaiju.out	0.000107	20	1524216	Labilitrichaceae
ERR3450296.kaiju.out	0.000107	20	2771471	Thiovulaceae
ERR3450296.kaiju.out	0.000096	18	541019	Gracilibacteraceae
ERR3450296.kaiju.out	0.000091	17	39782	Blattabacteriaceae
ERR3450296.kaiju.out	0.000091	17	224372	Alcanivoracaceae
ERR3450296.kaiju.out	0.000091	17	1890438	Leptolyngbyaceae
ERR3450296.kaiju.out	0.000086	16	213468	Syntrophaceae
ERR3450296.kaiju.out	0.000086	16	1573805	Marinifilaceae
ERR3450296.kaiju.out	0.000086	16	1643950	Fervidobacteriaceae
ERR3450296.kaiju.out	0.000080	15	34064	Francisellaceae
ERR3450296.kaiju.out	0.000080	15	145360	Sanguibacteraceae
ERR3450296.kaiju.out	0.000080	15	267894	Psychromonadaceae
ERR3450296.kaiju.out	0.000080	15	2691357	Pirellulaceae
ERR3450296.kaiju.out	0.000075	14	85019	Brevibacteriaceae
ERR3450296.kaiju.out	0.000075	14	188709	Thermotogaceae
ERR3450296.kaiju.out	0.000075	14	407032	Nitrospinaceae
ERR3450296.kaiju.out	0.000075	14	539003	Bacillales Family X. Incertae Sedis
ERR3450296.kaiju.out	0.000075	14	1077264	Chthonomonadaceae
ERR3450296.kaiju.out	0.000075	14	1813606	Balneolaceae
ERR3450296.kaiju.out	0.000070	13	203488	Dictyoglomaceae
ERR3450296.kaiju.out	0.000070	13	224463	Nannocystaceae
ERR3450296.kaiju.out	0.000070	13	1127830	Candidatus Brocadiaceae
ERR3450296.kaiju.out	0.000070	13	1892251	Coleofasciculaceae
ERR3450296.kaiju.out	0.000064	12	2012	Thermomonosporaceae
ERR3450296.kaiju.out	0.000064	12	84997	Rubrobacteraceae
ERR3450296.kaiju.out	0.000064	12	203557	Verrucomicrobiaceae
ERR3450296.kaiju.out	0.000064	12	213465	Syntrophobacteraceae
ERR3450296.kaiju.out	0.000064	12	255526	Halothiobacillaceae
ERR3450296.kaiju.out	0.000064	12	485255	Natranaerobiaceae
ERR3450296.kaiju.out	0.000064	12	1892254	Oscillatoriaceae
ERR3450296.kaiju.out	0.000064	12	2211325	Vicinamibacteraceae
ERR3450296.kaiju.out	0.000064	12	2726069	Kribbellaceae
ERR3450296.kaiju.out	0.000064	12	2762286	Fulvivirgaceae
ERR3450296.kaiju.out	0.000059	11	188786	Thermaceae
ERR3450296.kaiju.out	0.000059	11	1763524	Isosphaeraceae
ERR3450296.kaiju.out	0.000059	11	1783343	Endomicrobiaceae
ERR3450296.kaiju.out	0.000059	11	1853234	Persicobacteraceae
ERR3450296.kaiju.out	0.000059	11	1920240	Kangiellaceae
ERR3450296.kaiju.out	0.000059	11	2771472	Sulfurovaceae
ERR3450296.kaiju.out	0.000053	10	1182	Scytonemataceae
ERR3450296.kaiju.out	0.000053	10	2236	Halobacteriaceae
ERR3450296.kaiju.out	0.000053	10	74712	Frankiaceae
ERR3450296.kaiju.out	0.000053	10	83676	Nocardiopsaceae
ERR3450296.kaiju.out	0.000053	10	189773	Herpetosiphonaceae
ERR3450296.kaiju.out	0.000053	10	566277	Lentisphaeraceae
ERR3450296.kaiju.out	0.000048	9	213421	Desulfuromonadaceae
ERR3450296.kaiju.out	0.000048	9	742031	Salinisphaeraceae
ERR3450296.kaiju.out	0.000048	9	1491775	Proteinivoraceae
ERR3450296.kaiju.out	0.000048	9	1937960	Lewinellaceae
ERR3450296.kaiju.out	0.000048	9	1937962	Microscillaceae
ERR3450296.kaiju.out	0.000043	8	39	Archangiaceae
ERR3450296.kaiju.out	0.000043	8	942	Anaplasmataceae
ERR3450296.kaiju.out	0.000043	8	45404	Beijerinckiaceae
ERR3450296.kaiju.out	0.000043	8	134621	Verrucomicrobia subdivision 3
ERR3450296.kaiju.out	0.000043	8	189770	Chrysiogenaceae
ERR3450296.kaiju.out	0.000043	8	224467	Nautiliaceae
ERR3450296.kaiju.out	0.000043	8	225058	Acidithiobacillaceae
ERR3450296.kaiju.out	0.000043	8	453228	Desulfarculaceae
ERR3450296.kaiju.out	0.000043	8	574976	Holophagaceae
ERR3450296.kaiju.out	0.000043	8	1643948	Kosmotogaceae
ERR3450296.kaiju.out	0.000043	8	1840213	Lentimicrobiaceae
ERR3450296.kaiju.out	0.000043	8	1890464	Chroococcaceae
ERR3450296.kaiju.out	0.000043	8	2138247	Coprothermobacteraceae
ERR3450296.kaiju.out	0.000043	8	2762306	Roseivirgaceae
ERR3450296.kaiju.out	0.000043	8	2812024	Syntrophotaleaceae
ERR3450296.kaiju.out	0.000037	7	2259	Thermococcaceae
ERR3450296.kaiju.out	0.000037	7	64898	Aquificaceae
ERR3450296.kaiju.out	0.000037	7	84994	Acidimicrobiaceae
ERR3450296.kaiju.out	0.000037	7	85031	Nakamurellaceae
ERR3450296.kaiju.out	0.000037	7	227387	Thermodesulfobiaceae
ERR3450296.kaiju.out	0.000037	7	1644056	Haloferacaceae
ERR3450296.kaiju.out	0.000037	7	1890500	Hyellaceae
ERR3450296.kaiju.out	0.000032	6	49	Polyangiaceae
ERR3450296.kaiju.out	0.000032	6	2183	Methanococcaceae
ERR3450296.kaiju.out	0.000032	6	88404	Methanocorpusculaceae
ERR3450296.kaiju.out	0.000032	6	224027	Hydrogenothermaceae
ERR3450296.kaiju.out	0.000032	6	563843	Rhodothermaceae
ERR3450296.kaiju.out	0.000032	6	1522127	Catalimonadaceae
ERR3450296.kaiju.out	0.000032	6	1676141	Wenzhouxiangellaceae
ERR3450296.kaiju.out	0.000032	6	1676650	Limnochordaceae
ERR3450296.kaiju.out	0.000032	6	1890436	Pseudanabaenaceae
ERR3450296.kaiju.out	0.000032	6	1890450	Aphanothecaceae
ERR3450296.kaiju.out	0.000032	6	2048906	Pyrinomonadaceae
ERR3450296.kaiju.out	0.000032	6	2152899	Candidatus Fermentibacteraceae
ERR3450296.kaiju.out	0.000027	5	85018	Dermatophilaceae
ERR3450296.kaiju.out	0.000027	5	89377	Crenotrichaceae
ERR3450296.kaiju.out	0.000027	5	219687	Gemmatimonadaceae
ERR3450296.kaiju.out	0.000027	5	320583	Conexibacteraceae
ERR3450296.kaiju.out	0.000027	5	320599	Solirubrobacteraceae
ERR3450296.kaiju.out	0.000027	5	471823	Haloplasmataceae
ERR3450296.kaiju.out	0.000027	5	543349	Symbiobacteriaceae
ERR3450296.kaiju.out	0.000027	5	558314	Desulfurobacteriaceae
